STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,BURGLARY,THEFT,RIOTS,ROBBERY,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
GUJARAT,MEHSANA,2003,37,7,57,13,251,699,93,53,0,34,0
GUJARAT,NARMADA,2003,13,4,3,4,21,32,9,0,0,4,0
GUJARAT,NAVSARI,2003,26,2,10,4,86,138,16,7,0,6,0
GUJARAT,PALANPUR,2003,38,20,42,6,234,331,77,44,0,47,0
GUJARAT,PANCHMAHAL,2003,45,11,31,35,109,337,51,25,0,34,0
GUJARAT,PATAN,2003,17,2,15,3,99,232,64,9,0,21,0
GUJARAT,PORBANDAR,2003,8,1,7,0,35,78,14,2,0,7,0
GUJARAT,RAJKOT COMMR.,2003,37,5,34,7,350,1525,98,51,5,8,0
GUJARAT,RAJKOT RURAL,2003,38,14,48,9,210,457,78,34,4,35,0
GUJARAT,SURAT COMMR.,2003,75,25,62,16,388,1749,64,57,19,17,0
GUJARAT,SURAT RURAL,2003,52,11,16,6,99,203,32,14,0,21,0
GUJARAT,SURENDRANAGAR,2003,25,16,32,9,130,288,57,19,6,42,0
GUJARAT,VADODARA COMMR.,2003,38,8,36,6,434,1385,195,44,0,17,0
GUJARAT,VADODARA RURAL,2003,74,14,52,21,94,258,63,23,0,33,0
GUJARAT,VALSAD,2003,31,5,13,22,234,369,33,27,0,7,0
GUJARAT,W.RLY,2003,9,2,4,10,21,1178,5,89,0,9,0
GUJARAT,TOTAL,2003,1114,236,1044,338,5844,19304,1824,1267,54,722,0
HARYANA,AMBALA,2003,26,10,26,1,236,208,2,14,7,17,0
HARYANA,BHIWANI,2003,47,15,17,4,163,190,92,29,28,17,0
HARYANA,FARIDABAD,2003,57,36,70,5,264,701,132,20,14,34,0
HARYANA,FATEHABAD,2003,18,7,15,0,71,88,16,6,3,11,0
HARYANA,GRP,2003,19,1,0,1,0,149,9,2,3,0,0
HARYANA,GURGAON,2003,62,32,44,6,359,817,64,40,13,17,0
HARYANA,HISSAR,2003,50,16,27,6,199,360,27,14,17,35,0
HARYANA,JHAJJAR,2003,39,9,8,3,73,135,53,13,17,32,0
HARYANA,JIND,2003,33,17,11,0,86,127,53,3,10,7,0
HARYANA,KAITHAL,2003,18,15,4,5,89,188,0,10,8,14,0
HARYANA,KARNAL,2003,41,27,22,8,203,380,44,18,14,18,0
HARYANA,KURUKSHETRA,2003,30,23,11,3,146,361,0,15,12,23,0
HARYANA,MAHENDRAGARH,2003,16,10,11,3,88,108,48,3,4,12,0
HARYANA,PANCHKULA,2003,11,12,15,0,113,199,1,8,5,10,0
HARYANA,PANIPAT,2003,47,38,16,8,161,409,24,23,13,17,0
HARYANA,REWARI,2003,16,11,11,0,111,165,34,9,7,22,0
HARYANA,ROHTAK,2003,50,25,21,4,242,339,22,20,17,12,0
HARYANA,SIRSA,2003,38,22,18,2,155,209,17,11,9,10,0
HARYANA,SONIPAT,2003,62,15,26,3,127,271,1,13,17,21,0
HARYANA,YAMUNANAGAR,2003,22,12,15,1,95,187,0,10,4,15,0
HARYANA,TOTAL,2003,702,353,388,63,2981,5591,639,281,222,344,0
HIMACHAL PRADESH,BILASPUR,2003,8,13,12,2,48,51,65,2,0,20,0
HIMACHAL PRADESH,CHAMBA,2003,6,10,14,0,111,34,14,0,0,13,0
HIMACHAL PRADESH,G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2003,4,6,8,0,25,25,30,0,0,13,0
HIMACHAL PRADESH,KANGRA,2003,38,8,7,1,75,70,121,2,0,28,0
HIMACHAL PRADESH,KINNAUR,2003,3,6,4,0,36,16,9,0,0,2,0
HIMACHAL PRADESH,KULLU,2003,14,16,8,1,43,29,30,3,2,24,0
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,2,0,0,2,1,1,0,0,0,0
HIMACHAL PRADESH,MANDI,2003,10,23,7,0,85,63,67,0,1,52,0
HIMACHAL PRADESH,SHIMLA,2003,18,21,21,1,143,152,105,3,2,40,0
HIMACHAL PRADESH,SIRMAUR,2003,6,8,15,0,28,38,63,2,1,24,0
HIMACHAL PRADESH,SOLAN,2003,13,11,10,1,58,88,63,1,0,24,0
HIMACHAL PRADESH,UNA,2003,5,2,7,2,53,60,42,6,0,10,0
HIMACHAL PRADESH,TOTAL,2003,125,126,113,8,707,627,610,19,6,250,0
JAMMU & KASHMIR,ANANTNAG,2003,77,9,81,3,125,105,102,19,0,63,0
JAMMU & KASHMIR,AWANTIPORA,2003,8,2,13,1,49,23,13,6,0,21,0
JAMMU & KASHMIR,BARAMULLA,2003,95,18,90,1,156,208,172,9,0,159,0
JAMMU & KASHMIR,BORDER,2003,8,9,8,2,23,32,26,1,0,8,0
JAMMU & KASHMIR,BUDGAM,2003,48,11,46,0,80,119,82,1,0,69,0
JAMMU & KASHMIR,CRIME JAMMU,2003,1,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2003,1,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2003,87,6,19,0,47,23,28,7,0,8,0
JAMMU & KASHMIR,GANDERBAL,2003,15,8,45,0,39,53,92,2,0,82,0
JAMMU & KASHMIR,HANDWARA,2003,39,2,22,0,26,29,52,9,0,24,0
JAMMU & KASHMIR,JAMMU,2003,34,20,57,0,252,363,56,10,3,12,0
JAMMU & KASHMIR,KARGIL,2003,0,1,6,0,4,4,7,0,0,0,0
JAMMU & KASHMIR,KATHUA,2003,16,13,20,2,48,46,56,2,0,8,0
JAMMU & KASHMIR,KULGAM,2003,43,5,50,0,40,29,46,11,0,23,0
JAMMU & KASHMIR,KUPWARA,2003,38,5,35,0,32,42,49,1,0,68,0
JAMMU & KASHMIR,LEH,2003,0,3,1,0,2,3,6,0,0,2,0
JAMMU & KASHMIR,POONCH,2003,111,12,12,0,18,61,19,0,0,11,0
JAMMU & KASHMIR,PULWAMA,2003,70,10,48,7,79,124,131,22,2,38,0
JAMMU & KASHMIR,RAILWAYS,2003,0,1,0,0,0,14,0,0,0,1,0
JAMMU & KASHMIR,RAJOURI,2003,86,28,19,2,51,46,22,1,2,8,0
JAMMU & KASHMIR,RAMBAN,2003,53,10,10,0,19,16,17,0,0,8,0
JAMMU & KASHMIR,REASI,2003,33,8,6,3,9,10,0,0,0,2,0
JAMMU & KASHMIR,SRINAGAR,2003,56,23,114,2,344,513,138,51,0,249,0
JAMMU & KASHMIR,UDHAMPUR,2003,10,7,10,0,83,86,53,2,3,11,0
JAMMU & KASHMIR,TOTAL,2003,929,211,712,23,1526,1949,1167,154,10,875,0
JHARKHAND,BOKARO,2003,58,48,40,40,122,425,180,64,29,32,0
JHARKHAND,CHAIBASA,2003,129,38,21,7,34,98,39,17,0,17,0
JHARKHAND,CHATRA,2003,35,14,7,29,18,80,130,23,16,2,0
JHARKHAND,DEOGHAR,2003,55,53,8,13,89,107,184,31,14,14,0
JHARKHAND,DHANBAD,2003,92,43,55,53,190,573,218,50,30,47,0
JHARKHAND,DHANBAD RLY.,2003,9,0,4,41,9,120,20,33,1,1,0
JHARKHAND,DUMKA,2003,57,49,19,9,51,76,22,9,9,23,0
JHARKHAND,GARHWA,2003,32,23,18,25,33,67,156,26,13,5,0
JHARKHAND,GIRIDIH,2003,65,35,31,63,116,236,128,50,42,52,0
JHARKHAND,GODDA,2003,31,76,25,9,46,129,124,15,4,0,0
JHARKHAND,GUMLA,2003,131,31,14,32,41,56,43,33,0,14,0
JHARKHAND,HAZARIBAGH,2003,81,40,36,103,132,406,295,102,41,57,0
JHARKHAND,JAMSHEDPUR,2003,49,28,37,12,108,436,122,36,12,23,0
JHARKHAND,JAMSHEDPUR RLY.,2003,6,2,2,9,7,84,23,11,3,0,0
JHARKHAND,JAMTARA,2003,17,35,12,2,16,42,36,7,5,6,0
JHARKHAND,KODERMA,2003,30,0,0,39,13,35,103,24,7,8,0
JHARKHAND,LATEHAR,2003,43,10,1,46,69,42,28,22,0,5,0
JHARKHAND,LOHARDAGGA,2003,44,15,7,3,16,28,28,23,0,4,0
JHARKHAND,PAKUR,2003,27,31,12,7,25,45,57,13,0,3,0
JHARKHAND,PALAMU,2003,70,13,14,51,62,67,194,31,11,4,0
JHARKHAND,RANCHI,2003,250,55,70,89,214,740,264,183,9,73,0
JHARKHAND,SAHEBGANJ,2003,61,23,16,5,24,69,25,12,9,17,0
JHARKHAND,SARAIKELA,2003,60,31,26,5,22,162,33,32,7,14,0
JHARKHAND,SIMDEGA,2003,50,19,12,10,11,32,29,17,0,3,0
JHARKHAND,TOTAL,2003,1482,712,487,702,1468,4155,2481,864,262,424,0
KARNATAKA,BAGALKOT,2003,50,12,16,1,84,112,180,7,2,44,0
KARNATAKA,BANGALORE COMMR.,2003,216,34,132,46,1713,7123,273,311,34,213,0
KARNATAKA,BANGALORE RURAL,2003,128,27,34,17,462,864,465,49,31,107,0
KARNATAKA,BELGAUM,2003,107,11,28,13,205,298,243,41,12,45,0
KARNATAKA,BELLARY,2003,48,14,12,3,128,265,218,16,2,58,0
KARNATAKA,BIDAR,2003,37,6,22,8,210,226,144,43,5,45,0
KARNATAKA,BIJAPUR,2003,55,9,18,5,108,115,226,15,4,68,0
KARNATAKA,CHAMARAJNAGAR,2003,25,3,2,4,76,121,87,4,4,40,0
KARNATAKA,CHICKMAGALUR,2003,28,12,14,7,213,308,150,13,4,49,0
KARNATAKA,CHITRADURGA,2003,42,19,15,5,135,185,326,10,6,43,0
KARNATAKA,DAKSHIN KANNADA,2003,35,3,10,7,163,220,194,7,2,23,0
KARNATAKA,DAVANAGERE,2003,28,16,14,9,192,329,277,35,10,56,0
KARNATAKA,DHARWAD COMMR.,2003,23,3,11,4,126,288,80,16,3,3,0
KARNATAKA,DHARWAD RURAL,2003,28,5,0,8,39,60,106,6,3,11,0
KARNATAKA,GADAG,2003,16,1,4,5,56,62,98,1,1,12,0
KARNATAKA,GULBARGA,2003,88,14,29,5,199,190,334,33,5,150,0
KARNATAKA,HASSAN,2003,53,16,20,9,257,348,200,39,3,78,0
KARNATAKA,HAVERI,2003,25,3,8,8,59,113,239,4,1,33,0
KARNATAKA,K.G.F.,2003,12,5,4,3,78,123,66,11,7,21,0
KARNATAKA,KODAGU,2003,32,11,6,5,132,69,89,6,1,27,0
KARNATAKA,KOLAR,2003,65,14,32,1,153,357,298,22,10,32,0
KARNATAKA,KOPPAL,2003,24,12,5,8,53,68,97,13,5,18,0
KARNATAKA,MANDYA,2003,57,13,8,5,179,305,299,22,5,65,0
KARNATAKA,MYSORE COMMR.,2003,26,8,9,3,132,324,47,49,5,14,0
KARNATAKA,MYSORE RURAL,2003,40,4,5,2,176,191,158,16,7,59,0
KARNATAKA,RAICHUR,2003,37,12,16,5,126,124,217,8,7,61,0
KARNATAKA,RAILWAYS,2003,13,0,2,7,0,538,15,9,1,2,0
KARNATAKA,SHIMOGA,2003,51,15,21,5,156,266,242,21,4,73,0
KARNATAKA,TUMKUR,2003,79,14,24,6,260,396,179,19,10,77,0
KARNATAKA,UDUPI,2003,15,5,9,3,121,107,144,9,0,21,0
KARNATAKA,UTTAR KANNADA,2003,23,0,1,3,64,85,93,6,0,37,0
KARNATAKA,TOTAL,2003,1506,321,531,220,6055,14180,5784,861,194,1585,0
KERALA,ALAPUZHA,2003,23,10,12,5,200,170,385,38,3,124,0
KERALA,CBCID,2003,18,1,4,1,5,10,8,2,0,0,0
KERALA,ERNAKULAM COMMR.,2003,21,11,11,26,304,486,221,66,0,77,0
KERALA,ERNAKULAM RURAL,2003,25,22,12,10,292,323,348,28,2,109,0
KERALA,IDUKKI,2003,28,14,0,1,155,167,233,16,0,93,0
KERALA,KANNUR,2003,12,13,4,8,218,164,505,13,0,65,0
KERALA,KASARGOD,2003,24,15,9,6,143,169,372,16,0,71,0
KERALA,KOLLAM,2003,36,53,24,8,260,329,712,28,5,317,0
KERALA,KOTTAYAM,2003,19,25,15,4,357,327,316,45,0,141,0
KERALA,KOZHIKODE COMMR.,2003,14,10,7,4,494,335,399,23,2,50,0
KERALA,KOZHIKODE RURAL,2003,8,24,6,3,141,154,458,6,1,76,0
KERALA,MALAPPURAM,2003,18,42,11,7,296,265,441,9,2,57,0
KERALA,PALAKKAD,2003,52,47,12,11,281,262,458,35,3,140,0
KERALA,PATHANAMTHITTA,2003,27,13,0,1,130,144,221,25,2,94,0
KERALA,RAILWAYS,2003,3,0,0,0,2,157,10,4,0,0,0
KERALA,THRISSUR,2003,39,29,20,23,333,488,658,89,3,157,0
KERALA,TRIVANDRUM COMMR.,2003,10,17,14,14,334,442,311,113,2,114,0
KERALA,TRIVANDRUM RURAL,2003,37,28,28,7,360,309,488,64,7,212,0
KERALA,WAYANADU,2003,21,20,0,3,104,190,254,14,1,50,0
KERALA,TOTAL,2003,435,394,189,142,4409,4891,6798,634,33,1947,0
MADHYA PRADESH,ANUPPUR,2003,10,10,1,1,55,46,3,3,1,14,0
MADHYA PRADESH,ASHOK NAGAR,2003,24,33,5,0,119,101,56,11,6,140,0
MADHYA PRADESH,BALAGHAT,2003,55,61,7,2,171,164,36,12,10,134,0
MADHYA PRADESH,BARWANI,2003,45,38,9,3,93,121,39,15,4,88,0
MADHYA PRADESH,BETUL,2003,65,137,24,1,229,190,20,11,9,171,0
MADHYA PRADESH,BHIND,2003,61,25,28,3,191,250,100,40,24,94,0
MADHYA PRADESH,BHOPAL,2003,54,93,55,1,978,1640,92,97,16,252,0
MADHYA PRADESH,BHOPAL RLY.,2003,5,3,1,2,32,1086,5,25,2,14,0
MADHYA PRADESH,BURHANPUR,2003,6,7,0,0,17,37,5,2,1,22,0
MADHYA PRADESH,CHHATARPUR,2003,55,56,11,2,228,135,49,32,17,164,0
MADHYA PRADESH,CHHINDWARA,2003,45,82,14,1,164,181,26,9,12,187,0
MADHYA PRADESH,DAMOH,2003,47,49,18,0,146,114,18,19,27,179,0
MADHYA PRADESH,DATIYA,2003,55,30,13,1,99,132,19,31,10,66,0
MADHYA PRADESH,DEWAS,2003,57,88,34,27,366,999,112,67,12,213,0
MADHYA PRADESH,DHAR,2003,87,82,27,5,261,515,138,46,40,200,0
MADHYA PRADESH,DINDORI,2003,14,37,2,0,61,44,5,5,1,64,0
MADHYA PRADESH,GUNA,2003,37,83,8,0,258,254,76,21,9,175,0
MADHYA PRADESH,GWALIOR,2003,91,72,81,10,997,967,151,112,24,161,0
MADHYA PRADESH,HARDA,2003,13,25,1,4,42,83,7,14,3,52,0
MADHYA PRADESH,HOSHANGABAD,2003,49,70,10,1,337,357,29,48,19,127,0
MADHYA PRADESH,INDORE,2003,93,77,61,6,966,2856,134,162,22,240,0
MADHYA PRADESH,INDORE RLY.,2003,4,0,0,0,4,111,3,4,1,3,0
MADHYA PRADESH,JABALPUR,2003,92,103,45,3,635,1151,95,96,57,297,0
MADHYA PRADESH,JABALPUR RLY.,2003,1,0,3,0,8,223,1,16,0,4,0
MADHYA PRADESH,JHABUA,2003,119,36,37,5,143,214,46,18,0,112,0
MADHYA PRADESH,KATNI,2003,35,37,6,1,190,225,30,27,17,137,0
MADHYA PRADESH,KHANDWA,2003,31,53,20,2,225,222,37,9,6,157,0
MADHYA PRADESH,KHARGON,2003,37,50,13,5,259,646,77,18,5,184,0
MADHYA PRADESH,MANDLA,2003,37,39,2,0,92,113,20,5,4,143,0
MADHYA PRADESH,MANDSAUR,2003,30,45,12,3,231,413,52,33,4,126,0
MADHYA PRADESH,MORENA,2003,57,40,32,6,248,458,167,42,23,93,0
MADHYA PRADESH,NARSINGHPUR,2003,44,40,3,0,101,127,28,19,15,134,0
MADHYA PRADESH,NEEMUCH,2003,13,31,9,4,225,313,36,18,4,65,0
MADHYA PRADESH,PANNA,2003,36,32,7,0,100,122,14,15,21,92,0
MADHYA PRADESH,RAISEN,2003,35,75,8,1,153,208,33,16,17,176,0
MADHYA PRADESH,RAJGARH,2003,31,88,9,1,214,328,121,35,2,163,0
MADHYA PRADESH,RATLAM,2003,45,62,14,2,169,443,24,18,5,132,0
MADHYA PRADESH,REWA,2003,57,41,36,8,723,393,49,59,28,110,0
MADHYA PRADESH,SAGAR,2003,59,121,30,0,411,521,103,32,27,388,0
MADHYA PRADESH,SATNA,2003,61,59,18,1,330,362,34,38,33,187,0
MADHYA PRADESH,SEONI,2003,27,54,1,0,103,93,28,13,6,86,0
MADHYA PRADESH,SHAHDOL,2003,60,68,12,0,340,301,29,31,13,221,0
MADHYA PRADESH,SHAJAPUR,2003,31,71,13,3,268,535,103,43,10,166,0
MADHYA PRADESH,SHEOPUR,2003,15,19,4,3,58,96,37,7,1,51,0
MADHYA PRADESH,SHIVPURI,2003,60,69,47,0,191,210,109,21,13,130,0
MADHYA PRADESH,SIDHI,2003,44,38,26,2,342,303,32,16,17,121,0
MADHYA PRADESH,SIHORE,2003,32,86,6,0,154,336,24,24,6,87,0
MADHYA PRADESH,TIKAMGARH,2003,40,50,15,1,169,154,47,14,20,98,0
MADHYA PRADESH,UJJAIN,2003,58,59,40,8,602,1174,91,73,7,172,0
MADHYA PRADESH,UMARIYA,2003,27,20,0,1,111,69,17,16,5,59,0
MADHYA PRADESH,VIDISHA,2003,41,94,9,23,275,286,122,20,12,197,0
MADHYA PRADESH,TOTAL,2003,2227,2738,887,153,12884,20422,2729,1578,648,6848,0
MAHARASHTRA,AHMEDNAGAR,2003,101,44,27,17,302,786,254,102,15,51,0
MAHARASHTRA,AKOLA,2003,48,29,29,10,298,727,89,45,9,80,0
MAHARASHTRA,AMRAVATI COMMR.,2003,31,26,15,6,316,948,85,35,3,45,0
MAHARASHTRA,AMRAVATI RURAL,2003,53,47,17,11,343,902,138,31,8,118,0
MAHARASHTRA,AURANGABAD COMMR.,2003,28,8,19,17,234,506,126,49,4,25,0
MAHARASHTRA,AURANGABAD RURAL,2003,60,14,4,10,110,281,165,47,32,48,0
MAHARASHTRA,BEED,2003,72,25,17,23,282,599,318,73,10,58,0
MAHARASHTRA,BHANDARA,2003,30,41,7,3,224,361,73,12,7,54,0
MAHARASHTRA,BULDHANA,2003,53,39,17,17,239,723,167,40,61,106,0
MAHARASHTRA,CHANDRAPUR,2003,41,36,13,8,295,574,116,29,3,85,0
MAHARASHTRA,DHULE,2003,32,7,5,2,82,219,61,3,2,18,0
MAHARASHTRA,GADCHIROLI,2003,58,30,17,9,113,131,21,7,2,57,0
MAHARASHTRA,GONDIA,2003,41,25,12,7,214,300,27,9,6,93,0
MAHARASHTRA,HINGOLI,2003,28,14,7,4,98,142,107,44,1,36,0
MAHARASHTRA,JALGAON,2003,82,38,20,13,228,475,135,28,8,79,0
MAHARASHTRA,JALNA,2003,53,8,15,7,165,309,146,43,15,53,0
MAHARASHTRA,KOLHAPUR,2003,66,15,18,5,229,508,148,24,25,47,0
MAHARASHTRA,LATUR,2003,56,21,15,4,100,291,175,34,31,49,0
MAHARASHTRA,MUMBAI,2003,242,133,150,30,2550,9793,131,239,8,282,0
MAHARASHTRA,MUMBAI RLY.,2003,9,4,2,1,3,1589,9,32,1,16,0
MAHARASHTRA,NAGPUR COMMR.,2003,104,26,36,16,1079,2022,165,172,4,36,0
MAHARASHTRA,NAGPUR RLY.,2003,8,1,2,1,3,940,4,12,0,5,0
MAHARASHTRA,NAGPUR RURAL,2003,73,52,23,4,341,860,112,63,5,95,0
MAHARASHTRA,NANDED,2003,71,33,24,25,362,518,219,74,16,78,0
MAHARASHTRA,NANDURBAR,2003,43,10,10,10,89,134,91,11,2,34,0
MAHARASHTRA,NASIK COMMR.,2003,27,11,14,13,375,705,86,31,4,18,0
MAHARASHTRA,NASIK RURAL,2003,110,54,20,25,260,447,277,51,3,84,0
MAHARASHTRA,NAVI MUMBAI,2003,50,16,17,10,318,782,67,49,6,28,0
MAHARASHTRA,OSMANABAD,2003,38,12,7,6,191,329,153,17,3,37,0
MAHARASHTRA,PARBHANI,2003,52,13,12,26,151,205,131,56,7,49,0
MAHARASHTRA,PUNE COMMR.,2003,110,40,46,11,868,2740,531,97,2,61,0
MAHARASHTRA,PUNE RLY.,2003,0,3,0,0,0,192,2,4,0,1,0
MAHARASHTRA,PUNE RURAL,2003,127,29,26,13,283,661,143,58,7,55,0
MAHARASHTRA,RAIGAD,2003,50,25,19,17,156,274,129,26,2,42,0
MAHARASHTRA,RATNAGIRI,2003,20,16,5,2,154,178,48,5,0,27,0
MAHARASHTRA,SANGLI,2003,78,47,24,9,187,498,93,19,7,39,0
MAHARASHTRA,SATARA,2003,61,17,14,20,213,506,88,34,8,42,0
MAHARASHTRA,SINDHUDURG,2003,14,8,8,4,97,93,38,8,1,16,0
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,15,9,160,351,66,45,4,19,0
MAHARASHTRA,SOLAPUR RURAL,2003,112,44,22,10,173,367,153,34,4,52,0
MAHARASHTRA,THANE COMMR.,2003,111,51,58,23,929,1872,238,148,4,66,0
MAHARASHTRA,THANE RURAL,2003,149,51,32,33,476,537,208,85,6,101,0
MAHARASHTRA,WARDHA,2003,48,25,15,6,284,655,48,27,1,81,0
MAHARASHTRA,WASHIM,2003,27,15,13,11,100,323,75,21,9,60,0
MAHARASHTRA,YAVATMAL,2003,83,50,38,6,218,745,58,23,12,135,0
MAHARASHTRA,TOTAL,2003,2772,1268,926,514,13892,37098,5714,2096,368,2661,0
MANIPUR,BISHNUPUR,2003,22,2,10,0,6,11,8,0,0,16,0
MANIPUR,CHANDEL,2003,17,0,3,0,0,5,5,1,0,0,0
MANIPUR,CHURACHANDPUR,2003,14,0,4,0,3,16,0,0,0,2,0
MANIPUR,IMPHAL(EAST),2003,25,3,18,0,9,44,18,1,0,2,0
MANIPUR,IMPHAL(WEST),2003,28,5,41,2,37,131,32,1,0,22,0
MANIPUR,SENAPATI,2003,17,0,7,1,1,3,5,1,0,0,0
MANIPUR,TAMENGLONG,2003,3,0,0,0,0,5,0,0,0,0,0
MANIPUR,THOUBAL,2003,22,8,34,0,10,33,5,1,0,1,0
MANIPUR,UKHRUL,2003,2,0,3,0,2,4,0,1,0,1,0
MANIPUR,TOTAL,2003,150,18,120,3,68,252,73,6,0,44,0
MEGHALAYA,GARO HILLS EAST,2003,14,1,7,4,19,20,3,6,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2003,7,3,3,2,3,7,0,1,0,1,0
MEGHALAYA,GARO HILLS WEST,2003,24,6,18,13,21,24,0,17,0,5,0
MEGHALAYA,JAINTIA HILLS,2003,52,11,0,8,10,41,0,4,0,0,0
MEGHALAYA,KHASI HILLS EAST,2003,45,10,14,33,103,211,2,84,0,7,0
MEGHALAYA,KHASI HILLS WEST,2003,17,6,2,8,1,18,0,9,0,0,0
MEGHALAYA,RI-BHOI,2003,16,3,5,15,3,39,0,12,0,0,0
MEGHALAYA,TOTAL,2003,175,40,49,83,160,360,5,133,0,13,0
MIZORAM,AIZAWL,2003,14,24,4,1,264,709,3,14,0,25,0
MIZORAM,CHAMPHAI,2003,6,10,1,0,39,67,0,2,0,11,0
MIZORAM,KOLASIB,2003,5,5,2,3,33,77,0,3,0,11,0
MIZORAM,LAWNGTLAI,2003,6,1,0,1,7,50,0,0,0,6,0
MIZORAM,LUNGLEI,2003,6,6,0,0,59,205,0,2,0,15,0
MIZORAM,MAMIT,2003,2,1,0,0,18,34,0,0,0,0,0
MIZORAM,SAIHA,2003,6,4,1,0,34,101,0,0,0,11,0
MIZORAM,SERCHHIP,2003,1,3,0,0,33,60,0,0,0,9,0
MIZORAM,TOTAL,2003,46,54,8,5,487,1303,3,21,0,88,0
NAGALAND,DIMAPUR,2003,15,2,12,2,20,74,0,54,0,0,1
NAGALAND,KIPHIRE,2003,1,1,1,1,2,2,0,0,0,0,0
NAGALAND,KOHIMA,2003,28,5,2,4,19,53,0,16,0,4,0
NAGALAND,MOKOKCHUNG,2003,8,1,10,3,7,9,3,3,0,0,0
NAGALAND,MON,2003,7,2,1,6,10,21,0,4,0,0,0
NAGALAND,PEREN,2003,4,1,4,0,3,5,0,2,0,0,0
NAGALAND,PHEK,2003,8,2,6,3,10,3,1,5,0,0,0
NAGALAND,TUENSANG,2003,9,0,0,0,9,11,4,3,0,0,0
NAGALAND,WOKHA,2003,5,0,2,0,3,40,0,3,0,0,0
NAGALAND,ZUNHEBOTO,2003,6,0,0,0,12,3,0,2,0,0,0
NAGALAND,TOTAL,2003,91,14,38,19,95,221,8,92,0,4,1
ODISHA,ANGUL,2003,42,20,9,6,74,167,83,27,18,111,0
ODISHA,BALASORE,2003,45,49,40,6,137,186,58,51,30,61,0
ODISHA,BARAGARH,2003,27,30,4,7,56,124,83,19,10,70,0
ODISHA,BERHAMPUR,2003,13,12,6,7,93,120,29,47,4,47,0
ODISHA,BHADRAK,2003,17,25,21,5,57,82,48,21,21,49,0
ODISHA,BOLANGIR,2003,24,25,4,0,72,123,100,26,0,95,0
ODISHA,BOUDH,2003,14,11,6,0,23,40,15,9,1,32,0
ODISHA,CUTTACK,2003,47,32,32,17,303,576,56,113,47,27,0
ODISHA,DEOGARH,2003,12,5,11,1,32,26,21,7,0,52,0
ODISHA,DHENKANAL,2003,34,9,9,4,71,65,62,15,3,67,0
ODISHA,GAJAPATI,2003,9,4,5,0,15,25,14,3,3,21,0
ODISHA,GANJAM,2003,54,17,9,11,106,157,85,33,13,185,0
ODISHA,JAGATSINGHPUR,2003,22,13,23,8,71,139,16,24,12,9,0
ODISHA,JAJPUR,2003,23,17,22,10,110,173,43,19,19,18,0
ODISHA,JHARSUGUDA,2003,22,15,8,2,62,81,31,15,0,38,0
ODISHA,KALAHANDI,2003,14,18,9,3,45,82,48,24,5,22,0
ODISHA,KANDHAMAL,2003,25,35,24,1,58,78,14,7,2,84,0
ODISHA,KENDRAPARA,2003,26,10,16,2,71,83,10,8,12,14,0
ODISHA,KEONJHAR,2003,76,37,25,12,65,157,83,25,14,84,0
ODISHA,KHURDA,2003,65,57,47,28,553,1016,111,151,29,39,0
ODISHA,KORAPUT,2003,41,38,23,4,99,162,56,24,0,82,0
ODISHA,MALKANGIR,2003,31,17,5,1,17,47,5,4,1,16,0
ODISHA,MAYURBHANJ,2003,79,70,28,11,110,173,41,29,11,120,0
ODISHA,NAYAGARH,2003,28,15,18,3,57,93,20,18,12,10,0
ODISHA,NOWRANGPUR,2003,17,26,16,3,49,67,56,9,0,44,0
ODISHA,NUAPADA,2003,10,6,4,0,17,41,19,8,0,21,0
ODISHA,PURI,2003,49,39,19,5,141,211,57,41,0,7,0
ODISHA,RAYAGADA,2003,27,14,5,4,37,67,55,9,4,44,0
ODISHA,ROURKELA,2003,23,10,4,0,94,181,6,18,1,31,0
ODISHA,SAMBALPUR,2003,29,22,10,12,148,220,31,36,1,61,0
ODISHA,SONEPUR,2003,9,4,2,0,24,45,18,2,1,44,0
ODISHA,SRP(CUTTACK),2003,3,1,3,0,8,335,1,10,0,9,0
ODISHA,SRP(ROURKELA),2003,4,1,1,0,6,86,1,7,0,3,0
ODISHA,SUNDARGARH,2003,83,21,9,5,80,131,32,16,5,52,0
ODISHA,TOTAL,2003,1044,725,477,178,2961,5359,1408,875,279,1669,0
PUNJAB,AMRITSAR,2003,49,11,38,0,102,161,0,16,4,9,0
PUNJAB,BARNALA,2003,16,15,12,0,34,48,0,3,2,12,0
PUNJAB,BATALA,2003,34,13,12,0,40,60,0,1,6,6,0
PUNJAB,BHATINDA,2003,51,15,16,0,119,147,0,0,1,20,0
PUNJAB,FARIDKOT,2003,12,10,7,0,44,55,0,2,2,8,0
PUNJAB,FATEHGARH SAHIB,2003,11,9,8,0,36,30,0,3,1,2,0
